"station"	"year"	"lon"	"lat"	"non_NIS_Di"	"overall_Di"	"ratio_NISvsNAT"	"ratio_sp"	"non_NIS_Di_nw"	"overall_Di_nw"	"nbsp"	"sing.sp"	"FRic"	"FEve"	"FDiv"	"FDis"	"RaoQ"	"richness"	"Shannon"	"Simpson"	"Eveness"	"mean_NIS_Di"	"NIS_Di"	"NIS_relab"	"NIS_Di_nw"	"species"	"month"	"depth"	"bot_sal"	"bot_sal_var"	"bot_T"	"bot_T_var"	"bot_oxy"	"bot_oxy_var"
"1375"	"1420"	2009	18.78667	60.55333	0.201151987567311	0.19778032015424	48.7598705187192	20	0.202128658143868	0.205252635056115	5	5	1.37865460886063	0.911127911043795	0.922484891013052	1.99152976659709	4	5	0.837859444419669	0.535662680598108	0.520591343068648	0.184293650501959	0.184293650501959	48.7598705187192	0.217748542705103	"Marenzelleria"	5	60.3	5.21325401775077	0.106544701911312	4.4682775725093	2.5798631086059	419.567978194363	25.7147249397454
"1376"	"1420"	2010	18.78667	60.55333	0.182306181354517	0.202637321469511	4.99006237976263	20	0.169113649118375	0.183947213197563	5	5	0.199101399534119	0.705662609463842	0.855096874639372	1.95281806393113	4	5	0.693390714351496	0.331371286556379	0.430827874125829	0.283961881929486	0.283961881929486	4.99006237976263	0.243281469514314	"Marenzelleria"	5	60.3	5.01699598558138	0.145717244061218	2.72890295470328	2.38293146224896	411.466110435213	18.3260587100375
"1377"	"1420"	2011	18.78667	60.55333	0.223810471939611	0.235381829681944	67.6960881220598	20	0.169113649118375	0.183947213197563	5	5	0.199101399534119	0.705662609463842	0.855096874639372	1.95281806393113	4	5	0.88780800343789	0.484289995551985	0.551626127717581	0.281667260651275	0.281667260651275	67.6960881220598	0.243281469514314	"Marenzelleria"	5	60.3	5.10381992379702	0.153438663639961	3.8166002969826	2.68774881462728	427.427850905359	50.1846141693005
"1379"	"1420"	2013	18.78667	60.55333	0.215056336100229	0.228636059423262	40.1867475412178	33.3333333333333	0.194302093237649	0.201995488826872	3	3	2.49421463326487	0.976996098916171	0.912037532491907	1.40670967587026	2	3	0.675059361084649	0.480905650184117	0.614465510760898	0.255795506069328	0.255795506069328	40.1867475412178	0.217382280005319	"Marenzelleria"	5	60.3	5.24586331159467	0.15840493286041	1.52535320484377	2.97770857192141	433.189533872544	30.1448274053908
"1380"	"1420"	2014	18.78667	60.55333	0.218740344107351	0.216708545858432	84.8599736635446	16.6666666666667	0.18026235694543	0.187389660647455	6	6	0.11776242191174	0.773001524781274	0.741084835800308	2.21738398458382	5	6	0.606577357311391	0.271430147919583	0.33853726894086	0.206549554613839	0.206549554613839	84.8599736635446	0.223026179157582	"Marenzelleria"	5	60.3	5.29897677193002	0.149707199356858	3.16671060293461	3.05815501376663	422.966708823785	24.6099053854421
"1381"	"1420"	2016	18.78667	60.55333	0.249986392765047	0.232318595002325	6.24387915060977	25	0.250479873512328	0.258985847539065	4	4	1.22628510071046	0.865546114383084	0.888172484826262	1.7181396292726	3	4	0.247737225133503	0.120510209210667	0.178704633071849	0.179315201714156	0.179315201714156	6.24387915060977	0.284503769619276	"Marenzelleria"	5	60.3	4.88580834707085	0.112775320809047	3.56097792752392	2.54703487819093	428.613678699673	23.7395195096013
"1382"	"1420"	2018	18.78667	60.55333	0.185112879529406	0.187309967430273	13.9483941961318	16.6666666666667	0.18026235694543	0.187389660647455	6	6	0.11776242191174	0.773001524781274	0.897461058709023	2.21738398458382	5	6	1.29609943529808	0.623199099829859	0.723366867906931	0.198295406934607	0.198295406934607	13.9483941961318	0.223026179157582	"Marenzelleria"	5	60.3	5.12349664677834	0.149696810377769	2.0667647046999	2.65943983418633	426.278497481633	23.897018522061
"1383"	"1420"	2020	18.78667	60.55333	0.196607486511554	0.200899761727674	24.7402910036559	16.6666666666667	0.18026235694543	0.187389660647455	6	6	0.11776242191174	0.773001524781274	0.897461058709023	2.21738398458382	5	6	1.4353858967754	0.72497153517202	0.801104122192145	0.222361137808274	0.222361137808274	24.7402910036559	0.223026179157582	"Marenzelleria"	5	60.3	5.34147323039115	0.108189098631519	3.46553145785949	1.17103942048599	414.833771932415	8.48449640280651
"1384"	"1421"	2009	18.74838	60.6015	0.201359474749181	0.204635933722353	3.8958801550708	16.6666666666667	0.223718770484848	0.227526249352631	6	6	0.561338008783152	0.915366840796397	0.896992122060914	2.2157115797926	5	6	0.977342056093463	0.546850354697056	0.545464987281207	0.221018228588209	0.221018228588209	3.8958801550708	0.246563643691544	"Marenzelleria"	5	61.7	5.18371052040399	0.11954706502986	4.37969475664588	1.99643427464145	419.781131789948	23.4401489029764
"1385"	"1421"	2010	18.74838	60.6015	0.191884776456881	0.203132465410691	4.67147629881076	16.6666666666667	0.18026235694543	0.187389660647455	6	6	0.11776242191174	0.773001524781274	0.897461058709023	2.21738398458382	5	6	1.03933023920647	0.539218620565806	0.580061250997178	0.259370910179743	0.259370910179743	4.67147629881076	0.223026179157582	"Marenzelleria"	5	61.7	5.00470161325146	0.159810860304137	2.37436714508347	1.70855617712915	409.246519875535	17.5486754391663
"1386"	"1421"	2011	18.74838	60.6015	0.184153975134355	0.190912701668034	7.94809770595164	16.6666666666667	0.18026235694543	0.187389660647455	6	6	0.11776242191174	0.773001524781274	0.897461058709023	2.21738398458382	5	6	1.41914480391622	0.710594654535855	0.792039795680631	0.224706334336431	0.224706334336431	7.94809770595164	0.223026179157582	"Marenzelleria"	5	61.7	5.12266733037811	0.152248206159355	3.45671921818344	1.89000487299754	426.67389274034	39.9306145525806
"1387"	"1421"	2012	18.74838	60.6015	0.212894093034418	0.218888018732077	48.5653528021867	20	0.169113649118375	0.183947213197563	5	5	0.199101399534119	0.705662609463842	0.855096874639372	1.95281806393113	4	5	1.21034613698818	0.655449013835896	0.752030337820033	0.242863721522713	0.242863721522713	48.5653528021867	0.243281469514314	"Marenzelleria"	5	61.7	5.45556559362569	0.136530817866058	2.71203314504065	2.0257945600882	417.51154371559	24.1673712162922
"1388"	"1421"	2013	18.74838	60.6015	0.175491974910771	0.195444865797946	31.9206258472092	25	0.160674029427973	0.18668674047289	4	4	0.229418715103655	0.548456147300987	0.784402482730978	1.64526385934905	3	4	0.759974333563513	0.476791663251206	0.548205601117488	0.255303538459473	0.255303538459473	31.9206258472092	0.26472487360764	"Marenzelleria"	5	61.7	5.32730243521103	0.153646912930991	1.55254519455349	2.20986008961924	431.006083871374	23.9688522979182
"1389"	"1421"	2014	18.74838	60.6015	0.190223596344173	0.202299453717807	5.8048607793643	14.2857142857143	0.216032855341928	0.220777360634325	7	7	0.0216568503797373	0.794348659340868	0.834438660394187	2.37436938983164	6	7	1.11652565573799	0.523429036780401	0.573780683697051	0.274754597959608	0.274754597959608	5.8048607793643	0.249244392388713	"Marenzelleria"	5	61.7	5.41298539673867	0.14946743746029	2.84684803897093	2.40601565656947	422.110680538355	21.7142386461263
"1390"	"1421"	2016	18.74838	60.6015	0.216182362803687	0.213901205326186	94.1484666420598	20	0.202128658143868	0.205252635056115	5	5	1.37865460886063	0.911127911043795	0.922484891013052	1.99152976659709	4	5	0.275474848422357	0.111930554325971	0.171162146917324	0.204776575416182	0.204776575416182	94.1484666420598	0.217748542705103	"Marenzelleria"	5	61.7	4.97844133223023	0.13203762017866	3.04610684462816	2.02358798124264	423.996265961078	18.9099841791199
"1391"	"1421"	2018	18.74838	60.6015	0.196078802155658	0.200188439733732	20.331005632049	20	0.169113649118375	0.183947213197563	5	5	0.199101399534119	0.705662609463842	0.855096874639372	1.95281806393113	4	5	1.08984275134451	0.616894642137307	0.677157374586906	0.216626990046029	0.216626990046029	20.331005632049	0.243281469514314	"Marenzelleria"	5	61.7	5.21495973556969	0.141327024518318	1.69352722280729	2.00654725384552	421.245514329512	19.7709963068935
"1392"	"1421"	2020	18.74838	60.6015	0.182002177695897	0.183632214800754	12.2282760120506	20	0.169113649118375	0.183947213197563	5	5	0.199101399534119	0.705662609463842	0.855096874639372	1.95281806393113	4	5	0.851590134996389	0.408853253728474	0.529122700799593	0.190152363220184	0.190152363220184	12.2282760120506	0.243281469514314	"Marenzelleria"	5	61.7	5.30329410917992	0.117700628115619	3.23176713318349	0.954680388558021	415.691981921951	9.16812411932246
"1393"	"1422"	2009	18.92983	60.57513	0.249469854519415	0.252824112186335	66.7994015337329	12.5	0.230865188518672	0.236101381078868	8	8	0.0100078536382901	0.815673846492384	0.885417980796973	2.61766634142273	7	8	0.999413772881555	0.500384090069724	0.480616431310783	0.276303915854775	0.276303915854775	66.7994015337329	0.272754729000239	"Marenzelleria"	5	118	6.01031228429303	0.189892241024273	3.24024346640443	1.34214358659177	392.382707266374	20.7170802429634
"1394"	"1422"	2010	18.92983	60.57513	0.22142175035795	0.233506638041036	37.5344869484561	16.6666666666667	0.20645508373232	0.218277324001155	6	6	0.0991019905396407	0.777487879439982	0.856422757218657	2.1957636154351	5	6	0.812298453383808	0.504784821525324	0.453352398764646	0.293931076456464	0.293931076456464	37.5344869484561	0.277388525345331	"Marenzelleria"	5	118	5.88802370063421	0.191782758653156	1.92272367849027	1.41082998533203	387.78029952442	15.3330872275231
"1395"	"1422"	2011	18.92983	60.57513	0.299578029465779	0.32694510956334	15.541490860985	33.3333333333333	0.284775090087421	0.297658553205994	3	3	2.47703194570935	0.979694541580543	0.90497093849602	1.40540120623796	2	3	0.644469668895001	0.354422391905451	0.586621572999439	0.381679269758463	0.381679269758463	15.541490860985	0.323425479443139	"Marenzelleria"	5	118	6.04328715509958	0.198915275439311	2.36287378776113	1.94027038669494	390.725158240544	32.5199962530186
"1396"	"1422"	2012	18.92983	60.57513	0.264185963950591	0.273738735981348	77.4916922286388	33.3333333333333	0.218995929467461	0.237670268954212	3	3	2.20935725808101	0.771777989389214	0.855130874020383	1.39148854743756	2	3	0.568110131124249	0.352351642763721	0.517116126393408	0.292844280042861	0.292844280042861	77.4916922286388	0.275018947927713	"Marenzelleria"	5	118	5.91049835666436	0.168440933942035	2.91137866148879	1.42122155853771	398.966201853012	27.0875305527363
"1397"	"1422"	2013	18.92983	60.57513	0.227046435767734	0.239479572166504	42.9433473850476	20	0.195738173488643	0.214390472213926	5	5	0.132602618465241	0.700070095335579	0.807137748212912	1.93584680589453	4	5	1.00348483391044	0.588862229652711	0.623500183609305	0.289212117761584	0.289212117761584	42.9433473850476	0.288999667115057	"Marenzelleria"	5	118	6.0080058839045	0.193097643646625	2.40711223211979	1.72188994351631	402.531256311729	20.8278168572133
"1398"	"1422"	2014	18.92983	60.57513	0.246108175808413	0.256956465167466	70.0567151169346	25	0.216701775444282	0.227608152760032	4	4	2.05891725423464	0.911614847373855	0.902031726990327	1.71827503294713	3	4	0.722562032298529	0.438862969840704	0.521218330365869	0.289501333244625	0.289501333244625	70.0567151169346	0.260327284707284	"Marenzelleria"	5	118	5.84626323719172	0.159588585223474	3.88250717629898	1.93875230500551	406.652546656481	21.0455617061959
"1399"	"1422"	2016	18.92983	60.57513	0.251876071039227	0.263625437875353	60.5686302465525	33.3333333333333	0.218995929467461	0.237670268954212	3	3	2.20935725808101	0.771777989389214	0.855130874020383	1.39148854743756	2	3	0.859385639918915	0.524517886627836	0.782246520254003	0.287124171547606	0.287124171547606	60.5686302465525	0.275018947927713	"Marenzelleria"	5	118	5.7567367875386	0.169745767277842	3.73816176143635	1.64535461713113	403.414870743313	18.8151591901494
"1400"	"1422"	2018	18.92983	60.57513	0.216729574580763	0.22749346502311	26.0165285611616	14.2857142857143	0.21984744425096	0.230773530377885	7	7	0.0595548384156696	0.822220646035181	0.878955444727472	2.4106633011453	6	7	1.01004823782477	0.528553527749323	0.519062115131637	0.292076807677193	0.292076807677193	26.0165285611616	0.296330047139438	"Marenzelleria"	5	118	5.90993285925137	0.300594414410071	2.36847339245212	1.67762307915576	398.739798168107	16.917636805221
"1401"	"1422"	2020	18.92983	60.57513	0.231631070730148	0.240628840014591	42.9274615527042	14.2857142857143	0.222249249987175	0.232577406781174	7	7	0.0370001468816437	0.815870532222505	0.876896731355454	2.41268518788196	6	7	1.18629531256355	0.627582450597444	0.609635194687414	0.294615455721246	0.294615455721246	42.9274615527042	0.29454634754517	"Marenzelleria"	5	118	6.09060294729837	0.111068029504259	4.33992828299131	0.949578877732791	396.717741480543	9.17163973944569
"1402"	"1423"	2009	18.95	60.50667	0.198964431128244	0.206093485058713	11.5516132616222	14.2857142857143	0.204596404767597	0.210533940834731	7	7	0.0347453910865944	0.79415002527837	0.880845968091152	2.41123634965537	6	7	1.14274719023577	0.620981201818841	0.58725588680985	0.248867808641524	0.248867808641524	11.5516132616222	0.246159157237536	"Marenzelleria"	5	133	6.06829961639406	0.164525567790396	3.00910597480407	1.0864049483938	389.08711255445	20.3731820695896
"1403"	"1423"	2011	18.95	60.50667	0.209052308743431	0.223045324043862	8.70084833288742	16.6666666666667	0.18026235694543	0.187389660647455	6	6	0.11776242191174	0.773001524781274	0.897461058709023	2.21738398458382	5	6	0.418438107769762	0.19812465693233	0.2335347545003	0.29301040054602	0.29301040054602	8.70084833288742	0.223026179157582	"Marenzelleria"	5	133	6.37286963051966	0.171034717509732	2.38414626566607	1.65094636160321	382.746815072756	31.0517235805095
"1404"	"1423"	2014	18.95	60.50667	0.183877787314757	0.196298293403419	7.21777865565845	20	0.169113649118375	0.183947213197563	5	5	0.199101399534119	0.705662609463842	0.826253353137976	1.95281806393113	4	5	1.15671779709563	0.629131199524188	0.718709176762353	0.245980317758066	0.245980317758066	7.21777865565845	0.243281469514314	"Marenzelleria"	5	133	5.88368718687238	0.163250062030972	3.77771740933533	1.77847176918285	393.90739832612	20.3495747247129
"1405"	"1423"	2016	18.95	60.50667	0.173092454571898	0.210566442199601	3.15466364832433	33.3333333333333	0.218995929467461	0.237670268954212	3	3	2.20935725808101	0.771777989389214	0.855130874020383	1.39148854743756	2	3	0.658522731193403	0.390006992614176	0.599413221557676	0.285514417455007	0.285514417455007	3.15466364832433	0.275018947927713	"Marenzelleria"	5	133	5.87274112949181	0.145328126020264	3.90674859657244	1.10778002023364	395.384801909112	17.6953962601715
"1406"	"1423"	2018	18.95	60.50667	0.204623704771163	0.203486333213565	33.4840393175921	14.2857142857143	0.204596404767597	0.210533940834731	7	7	0.0347453910865944	0.79415002527837	0.870304034673019	2.41123634965537	6	7	1.19804982886834	0.627182982884141	0.615675821131806	0.196662103867979	0.196662103867979	33.4840393175921	0.246159157237536	"Marenzelleria"	5	133	5.945754663	0.362868738253888	2.4334970636389	1.48441240067228	393.880369319152	16.9438123957944
"1407"	"1423"	2020	18.95	60.50667	0.184901767477567	0.209917582120795	9.02030361163633	20	0.231487358718558	0.249799757076701	5	5	1.06634032571721	0.896830292407401	0.844282740265925	1.94691766200757	4	5	0.946119762082142	0.482310609361063	0.587857260458863	0.309980840693704	0.309980840693704	9.02030361163633	0.323049350509275	"Marenzelleria"	5	133	6.09084155592745	0.0647664557399037	4.26606177976192	0.85200859303249	396.422828324934	10.3105728309607
"1408"	"1424"	2009	18.95325	60.47857	0.215317824422875	0.221665171647323	2.63309173913148	16.6666666666667	0.248433915277842	0.257040338323006	6	6	0.541575905207466	0.966228882811499	0.884080193675865	2.21397409538503	5	6	0.950640310832799	0.537914071175581	0.530562459503766	0.253401907769563	0.253401907769563	2.63309173913148	0.300072453548821	"Marenzelleria"	5	132	6.02992617058774	0.162690786218603	3.06604803661827	1.11120217770727	389.793254203683	19.9188131892156
"1409"	"1425"	2009	18.93803	60.43557	0.241262810010047	0.252132419867547	41.672742128505	25	0.229080812517551	0.247799104679224	4	4	1.72267851308937	0.853332093950923	0.85571173270217	1.69631867812848	3	4	1.08789077025529	0.63612952140154	0.784747309638089	0.284741249440049	0.284741249440049	41.672742128505	0.303953981164244	"Marenzelleria"	5	93	6.00968417531589	0.175717544283931	3.03510763706716	1.22018440922651	391.484325039773	19.7446371814418
"1410"	"1425"	2010	18.93803	60.43557	0.213175535298901	0.22502853866772	46.7544921452976	16.6666666666667	0.184667351407715	0.194025120717219	6	6	0.140386923099542	0.78036013850171	0.88310572567798	2.20924140462996	5	6	1.03995136582279	0.595400350107479	0.580407908362185	0.284293555511817	0.284293555511817	46.7544921452976	0.240813967264736	"Marenzelleria"	5	93	5.80257928312378	0.186030812623976	1.98972809928188	1.42626329564648	386.858091787366	15.8836719736715
"1411"	"1425"	2011	18.93803	60.43557	0.22461476510529	0.232980219517658	52.3377327157555	14.2857142857143	0.202385954728409	0.21075686319485	7	7	0.0594677113405994	0.824420672855089	0.873846814707156	2.41717190846082	6	7	1.06508600553788	0.602234024656022	0.547345932727134	0.283172945991862	0.283172945991862	52.3377327157555	0.260982313993498	"Marenzelleria"	5	93	6.15795206029534	0.172100225811005	2.12023168624013	1.77280595676249	386.473407993993	30.8670908315776
"1412"	"1425"	2012	18.93803	60.43557	0.219452840820524	0.230179721232841	59.0694470460674	16.6666666666667	0.184667351407715	0.194025120717219	6	6	0.140386923099542	0.78036013850171	0.88310572567798	2.20924140462996	5	6	0.961848605157154	0.547462683956554	0.536817927671703	0.283814123294422	0.283814123294422	59.0694470460674	0.240813967264736	"Marenzelleria"	5	93	5.97243525335428	0.164335861801076	3.14649062867118	1.36738957467934	393.861204699594	24.8289259289494
"1413"	"1425"	2013	18.93803	60.43557	0.166775230155994	0.187874450933407	9.76837740200862	20	0.18506683216608	0.199309394687331	5	5	0.185030051837587	0.703121145064597	0.844721815578515	1.95838357706714	4	5	0.982132101237127	0.584746047407149	0.610232984851064	0.27227133404306	0.27227133404306	9.76837740200862	0.256279644772337	"Marenzelleria"	5	93	5.98183127217381	0.147630440416585	2.3368385267903	1.56231720766734	403.260222909053	22.5580500907586
"1414"	"1425"	2014	18.93803	60.43557	0.222312719071043	0.223149641422424	51.9520369011055	12.5	0.208051983785291	0.212543680485195	8	8	0.0210855799674279	0.822725418218289	0.920323504066694	2.61508761554124	7	8	1.38828901092537	0.669151934506365	0.667625890460892	0.229008097882086	0.229008097882086	51.9520369011055	0.24398555738452	"Marenzelleria"	5	93	5.85861287112991	0.172309030059725	3.94744956565445	1.9758098631411	404.467416369275	16.7023404821193
"1415"	"1425"	2016	18.93803	60.43557	0.224711987414014	0.227128601647849	19.1670160239775	12.5	0.229060825927036	0.234713674482001	8	8	0.0159595321349957	0.810833752226808	0.947661312169769	2.62255159613213	7	8	1.34393605598944	0.704960914798469	0.64629662774928	0.244044901284695	0.244044901284695	19.1670160239775	0.274283614366754	"Marenzelleria"	5	93	5.85129214324553	0.154541344390791	3.86758881410949	1.43514722357801	400.627418381998	19.3712924217505
"1416"	"1425"	2018	18.93803	60.43557	0.197167958501986	0.203732799097914	7.07705484567705	12.5	0.220936613323052	0.228073632059552	8	8	0.0137167311441591	0.853960100628152	0.917531590313673	2.60357039379544	7	8	1.17697518705753	0.632540319636686	0.566005421872421	0.249686683269412	0.249686683269412	7.07705484567705	0.278032763215051	"Marenzelleria"	5	93	5.96079666533979	0.324567633457132	2.56848687477604	1.56306149286931	395.16524992294	16.8398895921659
"1417"	"1425"	2020	18.93803	60.43557	0.229035241017245	0.229882209579912	17.4929102265899	12.5	0.230865188518672	0.236101381078868	8	8	0.0100078536382901	0.815673846492384	0.885417980796973	2.61766634142273	7	8	1.61111791612043	0.776157180176603	0.774783942624767	0.235810989518577	0.235810989518577	17.4929102265899	0.272754729000239	"Marenzelleria"	5	93	6.09954847294791	0.0878856007148162	4.26858437373373	0.864731997861258	396.116017268861	8.95681300253002
"1418"	"1426"	2009	18.94123	60.39545	0.185542363201825	0.195069703096403	12.6587985386335	16.6666666666667	0.218206199577073	0.225722336217492	6	6	0.0432963294640171	0.740525613525536	0.845201154760299	2.18776042184939	5	6	1.04813751429427	0.518589308597754	0.58497668481464	0.242706402569295	0.242706402569295	12.6587985386335	0.263303019419588	"Marenzelleria"	5	108	6.17231706861916	0.116482898125817	3.37172702380273	0.701111729023667	386.857900622132	18.328050596321
"1419"	"1426"	2010	18.94123	60.39545	0.19573843797581	0.205505292592403	16.7321323302203	20	0.180308431070609	0.191055726784166	5	5	0.147690574882872	0.705843206559489	0.878477079053491	1.97400468572777	4	5	1.37642453657937	0.725600876041488	0.855220649361785	0.244572711058775	0.244572711058775	16.7321323302203	0.234044909638393	"Marenzelleria"	5	108	5.9280930460468	0.14306259702677	1.9535533025685	0.85130256564875	379.24870246191	11.2226808490131
"1420"	"1426"	2011	18.94123	60.39545	0.208454432809011	0.219225197103383	27.9230290715439	20	0.202128658143868	0.205252635056115	5	5	1.37865460886063	0.911127911043795	0.922484891013052	1.99152976659709	4	5	1.29084861904468	0.704088925701168	0.80204934224049	0.262308254280871	0.262308254280871	27.9230290715439	0.217748542705103	"Marenzelleria"	5	108	6.308112635179	0.146192278267405	2.05475881356601	1.32326721099513	377.76137694567	16.4491867496403
"1421"	"1426"	2012	18.94123	60.39545	0.222077857305161	0.227097895434031	27.734653152975	16.6666666666667	0.210997749549935	0.219098247497975	6	6	0.0560165388672336	0.749309617009076	0.855356216338969	2.19667943063218	5	6	1.30388108997758	0.683558866305757	0.72770989207571	0.252198086078383	0.252198086078383	27.734653152975	0.259600737238176	"Marenzelleria"	5	108	6.1389413436057	0.130313316252064	2.95220974248094	1.22295123785382	377.139405383587	18.8873721309743
"1422"	"1426"	2013	18.94123	60.39545	0.207994248623136	0.214332563889795	33.3565450234275	16.6666666666667	0.210997749549935	0.219098247497975	6	6	0.0560165388672336	0.749309617009076	0.855356216338969	2.19667943063218	5	6	1.14148315266649	0.616650758551719	0.637073877532389	0.246024140223089	0.246024140223089	33.3565450234275	0.259600737238176	"Marenzelleria"	5	108	6.28692151974334	0.101607343639641	3.18817207681883	0.873186729881082	378.468144693377	15.0811530239172
"1423"	"1426"	2014	18.94123	60.39545	0.194665199076427	0.198407364465934	35.6914367696947	16.6666666666667	0.18026235694543	0.187389660647455	6	6	0.11776242191174	0.773001524781274	0.897461058709023	2.21738398458382	5	6	1.59051159104851	0.766849598853038	0.887681420617103	0.217118191413471	0.217118191413471	35.6914367696947	0.223026179157582	"Marenzelleria"	5	108	6.19548972541747	0.097319797324886	4.06361038580986	1.43533948139083	383.964970840737	15.0720378141425
"1424"	"1426"	2016	18.94123	60.39545	0.208327782470861	0.210536492134171	34.2502197193482	14.2857142857143	0.204596404767597	0.210533940834731	7	7	0.0347453910865944	0.79415002527837	0.870304034673019	2.41123634965537	6	7	1.55871020475715	0.758180824931014	0.801018590459513	0.223788750114033	0.223788750114033	34.2502197193482	0.246159157237536	"Marenzelleria"	5	108	6.05564325842175	0.127972168052008	3.95809423547081	1.04979929927872	386.94428480179	15.9727658893753
"1425"	"1426"	2018	18.94123	60.39545	0.213392652525205	0.216625213028018	19.7183866955767	14.2857142857143	0.23895482117919	0.242034270746221	7	7	0.0223796681333611	0.772669466797406	0.844733476633965	2.39129335316492	6	7	1.07532847194857	0.564740372815927	0.552609519237366	0.236020576044901	0.236020576044901	19.7183866955767	0.26051096814841	"Marenzelleria"	5	108	6.17149103071684	0.245524117768248	3.38720785612025	1.13544375251486	380.567856649028	11.2224315257886
"1426"	"1426"	2020	18.94123	60.39545	0.132690771516644	0.172027817259022	33.791428358327	33.3333333333333	0.130825795840353	0.170542201850868	3	3	0.202684912032475	0.0912898405368372	0.750643462331821	1.3337316885192	2	3	1.09342019732359	0.663237602780127	0.995273954789989	0.250701908743777	0.250701908743777	33.791428358327	0.249975013871898	"Marenzelleria"	5	108	6.31766341046324	0.075363170430036	3.75094695938858	0.76130587692575	389.60485964529	11.6311160953621
"1427"	"1427"	2009	18.93963	60.62165	0.210862491858483	0.229004223530177	6.5134286458789	20	0.227239809328838	0.247472101334819	5	5	0.618803030649071	0.775530173319393	0.848340071829028	1.95126882432693	4	5	0.736187990113251	0.354051670443049	0.457419316660589	0.301571150216951	0.301571150216951	6.5134286458789	0.328401269358744	"Marenzelleria"	5	106	5.94195392921999	0.187300333116337	3.14652464345336	1.30539558583238	395.21911250314	20.0366753318114
"1428"	"1427"	2010	18.93963	60.62165	0.2679825793317	0.272215550883678	41.4013597218468	14.2857142857143	0.225679110342677	0.241376665519995	7	7	0.137813473118795	0.822326010188129	0.844788228673793	2.36941901301696	6	7	0.778219187651272	0.509342664688791	0.399925550534323	0.297613380195543	0.297613380195543	41.4013597218468	0.335561996583903	"Marenzelleria"	5	106	5.85371558605853	0.196388132948052	1.83857316293475	1.29410312126862	387.107923141626	14.7130700806711
"1429"	"1427"	2011	18.93963	60.62165	0.26729744939241	0.277172231190518	17.0268312766548	33.3333333333333	0.281014752861193	0.301553543438979	3	3	2.34499612803199	0.846963371716647	NA	1.39824909962373	2	3	0.561871836770169	0.319845856925019	0.511437786165079	0.296921794786734	0.296921794786734	17.0268312766548	0.34263112459455	"Marenzelleria"	5	106	5.97221481909189	0.211795444794512	2.44401511301605	1.92881118665752	397.048393485521	27.4509015386749
"1431"	"1427"	2013	18.93963	60.62165	0.302837075916513	0.31220109846624	81.509798197256	25	0.244229726410989	0.261595257472025	4	4	2.14333360761441	0.886500025844918	0.854358691921516	1.70224436063913	3	4	0.659308492027056	0.32126083533921	0.475590545931707	0.340293166115418	0.340293166115418	81.509798197256	0.313691850655134	"Marenzelleria"	5	106	6.03623128532657	0.204785931897521	2.42354617263894	1.62616210521581	402.35753938975	20.5155501741287
"1432"	"1427"	2016	18.93963	60.62165	0.258484333352875	0.270829109483562	36.0427120363611	33.3333333333333	0.239153529017802	0.268777126131273	3	3	1.86679733173932	0.658119027502615	NA	1.37477934169398	2	3	0.714221849686993	0.476400187945753	0.650112744099077	0.295518661744936	0.295518661744936	36.0427120363611	0.328024320358215	"Marenzelleria"	5	106	5.756687229487	0.189153385864259	3.62654096796179	1.60432408274967	404.233602150631	17.6719591233483
"1433"	"1427"	2018	18.93963	60.62165	0.279817461813522	0.284369760585421	42.1110112310025	20	0.246945730994686	0.263627135321237	5	5	1.23538646929458	0.90268468728537	0.870512447064054	1.96344959161186	4	5	1.27683744810802	0.675190022872653	0.793343712263459	0.302578955673015	0.302578955673015	42.1110112310025	0.330352752627443	"Marenzelleria"	5	106	5.89881867768998	0.298796133718216	2.32584803946646	1.66845907332225	399.498222939392	17.2700173057838
"1434"	"1427"	2020	18.93963	60.62165	0.230038421053432	0.26547921610245	2.64450104746779	25	0.254821457825899	0.279915902347213	4	4	1.7517171515425	0.795845560418624	NA	1.68051445340206	3	4	0.940003072525263	0.508217182164137	0.678068885576293	0.371801601249504	0.371801601249504	2.64450104746779	0.355199235911156	"Marenzelleria"	5	106	6.01426246414437	0.123654274599583	4.19933056096983	1.00045723122169	397.610567522008	9.74509585093538
"1435"	"1428"	2009	18.92947	60.54538	0.22776130101741	0.236784024434452	17.5902633606422	14.2857142857143	0.258103302842211	0.264689499480888	7	7	0.173747219472236	0.897622946873565	0.89929207999007	2.4275769373668	6	7	1.12074158297047	0.533701500545293	0.575947241713375	0.290920364936708	0.290920364936708	17.5902633606422	0.304206679312955	"Marenzelleria"	5	137	6.04087954615727	0.185355964099681	3.10306781319756	1.26732751497808	390.454830485077	20.3068295503083
"1436"	"1428"	2010	18.92947	60.54538	0.17497457867332	0.204872288295754	0.776179291354661	25	0.235687400941437	0.254296663572728	4	4	1.59548078709323	0.87358998451238	0.855984370340931	1.69950005840532	3	4	0.100967616184553	0.0325098652521213	0.0728327395799175	0.294565417163054	0.294565417163054	0.776179291354661	0.310124451466598	"Marenzelleria"	5	137	5.9004913927341	0.192941804885837	1.91514875779518	1.43069490830728	387.795911363448	15.6602756904737
